fdc_id	name	Protein	Lipids	Saturated Fats	Monounsaturated Fats	Polyunsaturated	Carbohydrates	Total Sugars	Dietary Fiber	Water	Calcium	Iron	Magnesium	Phosphorus	Potassium	Sodium	Zinc	Copper	Iodine	Manganese	Selenium	Vitamin A	Vitamin E	Vitamin D	Vitamin C	Thiamin	Riboflavin	Niacin	Pantothenic acid	Vitamin B-6	Folate, total	Vitamin B-12	Choline	Vitamin K	Tryptophan	Threonine	Isoleucine	Leucine	Lysine	Methionine	Phenylalanine	Valine	Histidine
2259795	Cheese, parmesan, grated, refrigerated	30.13912	29.5	17.17	6.016	0	4.33188	0.63815	0	30.83	950.4	0.1405	35.37	625.3	73.95	1046	4.623	0.04233	82.9	0.03713	0	0	0	0	0	0.03486	0.4094	0.1406	0	0.02294	0	0	0	8.7	0	0	0	0	0	0	0	0	0
2259796	Cheese, feta, whole milk, crumbled	19.70782	19.08	11.17	4.184	0	5.58318	1.6257	0	51.89	371.1	0.0675	17.69	327.6	105.3	1034	2.353	0.03155	48.44	0.02003	0	0	0	0	0	0.05638	0.4444	0.2644	0	0.03831	0	0	0	6	0	0	0	0	0	0	0	0	0
2261420	Flour, almond	26.24375	50.23	0	0	0	16.24925	0	9.266	4.316	232.3	3.225	251.1	512.1	666.8	0.8944	2.795	0.9753	0	1.813	0.7419	0	0	0	0	0.1125	0.7475	3.998	0	0.09988	37.83	0	0	0	0	0	0	0	0	0	0	0	0
2261421	Flour, oat, whole grain	13.16875	6.309	0	0	0	69.91725	0	10.5	8.859	42.81	3.997	125.3	371.8	373.1	3.619	2.754	0.4434	0	3.257	38.2	0	0	0	0	0.39	0.1613	1.945	0	0.1476	34.69	0	0	0	0	0	0	0	0	0	0	0	0
2261422	Flour, potato	8.1125	0.9513	0	0	0	79.9422	0	5.401	8.281	44.12	11.97	73.65	197.3	1269	47.66	0.9002	0.2309	0	0.6758	1.425	0	0	0	0	0.1981	0.115	5.628	0	0.582	41.15	0	0	0	0	0	0	0	0	0	0	0	0
2262072	Peanut butter, creamy	23.99124	49.43	8.415	30.71	9.781	22.70376	0	6.323	1.104	49.85	1.853	192.6	393.2	654	220.7	3.062	0.5405	0	1.681	20.16	0	5.413	0	0	0.1206	0	17.2	0	0.3805	97.29	0	0	0	0.2288	0.8063	0.92	1.881	0.9513	0.29	1.501	1.116	0.6763
2262073	Sesame butter, creamy	19.7054	62.4	8.966	22.57	26.37	14.179	0	8.372	0.6056	115.8	7.003	356.8	719.3	407.7	63.63	6.039	1.646	0	1.609	46.48	0	0	0	0	0.9928	0	5.813	0	0.5953	108.4	0	0	1.713	0.3088	0.9163	0.8588	1.649	0.6725	0.7388	1.116	1.1	0.6175
2262074	Almond butter, creamy	20.78734	53.04	4.253	34.69	12.61	21.23666	0	9.718	1.751	263.8	4.108	267.8	506.9	745.4	0.9963	3.178	0.9746	0	2.135	0.7938	0	16.67	0	0	0.09456	0	3.909	0	0.08375	42.46	0	0	0	0.1963	0.7788	0.93	1.753	0.6463	0.1888	1.384	1.094	0.6388
2262075	Flaxseed, ground	18.0359	37.28	3.281	5.944	24.73	34.3551	0	23.13	6.804	229.9	5.778	372.1	556.4	793.4	36.74	4.738	1.344	0	2.405	135.9	0	0	0	0	0.5368	0	3.756	0	0.3926	41.45	0	0	3.675	0.3013	0.9313	0.9375	1.38	0.9325	0.4025	1.116	1.138	0.5138
2263887	Strawberries, raw	0.640625	0.22	0	0	0	7.964375	4.862	0	90.83	16.9	0.255	12.52	22.98	160.7	0	0.114	0.03471	0	0.3675	0	0	0	0	59.62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2263888	Raspberries, raw	1.008125	0.1875	0	0	0	12.904375	2.6759	0	85.55	16.41	0.4501	19.15	27.47	155.8	0	0.2213	0.05289	0	0.4935	0	0	0	0	23.04	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2263889	Blueberries, raw	0.703125	0.3063	0	0	0	14.571775	9.356	0	84.19	11.69	0.3398	6.179	12.96	85.64	0	0.08534	0.04605	0	0.4228	0	0	0	0	8.059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2263890	Grapes, red, seedless, raw	0.914375	0.1638	0	0	0	20.196825	17.341	0	78.19	10.17	0.1615	8.556	24.86	229.4	6.999	0.03603	0.08081	0	0.09758	0	0	0	0	3.308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2263891	Grapes, green, seedless, raw	0.89875	0.2325	0	0	0	18.60375	16.133	0	79.88	9.897	0.1991	7.118	21.98	218.1	3.171	0.02674	0.06091	0	0.08365	0	0	0	0	3.017	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2263892	Applesauce, unsweetened, with added vitamin C	0.2734375	0.1625	0	0	0	12.2615625	9.663	0	87.1	3.821	0.04475	3.938	9.119	107.7	0.5038	0.002625	0.03905	0	0.0368	0	0	0	0	43.69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2346384	Cottage cheese, full fat, large or small curd	11.62436	4.225	2.601	0.916	0	4.59964	0	0	78.1	88.27	0	9.189	154	123.6	349.8	0.4538	0	45.69	0	0	0	0	0	0	0.0522	0	0.138	0	0.0466	0	0.6617	0	1.5	0	0	0	0	0	0	0	0	0
2346385	Cream cheese, full fat, block	5.78985	33.49	19.73	6.924	0	4.55615	0	0	54.72	97.11	0	8.914	107.7	124.8	367.8	0.5891	0	34.93	0	0	0	0	0	0	0.03813	0	0.0925	0	0.03925	0	0	0	12.3	0	0	0	0	0	0	0	0	0
2346386	Cream, heavy	2.017994	35.56	20.45	7.339	0	3.799506	0	0	58.13	61.21	0	5.974	57.03	96.94	20.61	0.2231	0	19.38	0	0	0	0	0	0	0.03225	0	0.06125	0	0.031	0	0	0	11.3	0	0	0	0	0	0	0	0	0
2346387	Cream, sour, full fat	3.070694	17.99	10.7	3.805	0	5.555506	0	0	72.58	107.2	0	10.11	102	153.8	50.04	0.3919	0	32.75	0	0	0	0	0	0	0.04275	0	0.1	0	0.0385	0	0.06175	0	6.4	0	0	0	0	0	0	0	0	0
2346388	Lettuce, iceberg, raw	0.7425	0.07375	0	0	0	3.36875	0	0	95.5	14.24	0.03325	6.311	19.18	139.3	16.11	0.1728	0.03335	0	0.08164	0	0	0	0	0	0.05638	0	0.2175	0	0.04013	0	0	0	20.5	0	0	0	0	0	0	0	0	0
2346389	Lettuce, romaine, green, raw	0.976875	0.07125	0	0	0	4.055575	0	0	94.29	27.56	0.267	12.05	23.41	260.4	23	0.2516	0.04865	0	0.2271	0	0	0	0	0	0.06288	0	0.3713	0	0.06325	0	0	0	83.4	0	0	0	0	0	0	0	0	0
2346390	Lettuce, leaf, red, raw	0.883125	0.1063	0	0	0	3.260575	0	0	95.05	42.59	0.4023	12.4	24.4	321.4	24.89	0.3033	0.03773	0	0.177	0	0	0	0	9.343	0.06075	0	0.3288	0	0.07413	0	0	0	73.2	0	0	0	0	0	0	0	0	0
2346391	Lettuce, leaf, green, raw	1.09375	0.1563	0	0	0	4.06615	0	0	94.01	39.84	0.3195	12.77	26.55	277.1	28.88	0.3103	0.03984	0	0.1559	0	0	0	0	15.15	0.08225	0	0.375	0	0.07088	0	0	0	118.5	0	0	0	0	0	0	0	0	0
2346392	Nuts, pine nuts, raw	15.7039	61.27	0	0	0	18.5921	0	3.941	1.925	8.736	5.36	205.9	540	654.8	0	5.713	1.119	0	10.25	0	0	0	0	0	0.6253	0	4.466	0	0.2546	0	0	0	3.2	0.1467	0.4667	0.5667	1.097	0.5867	0.33	0.5933	0.7367	0.37
2346393	Nuts, almonds, whole, raw	21.45038	51.09	3.785	31.314	11.18	20.03462	0	10.78	4.261	253.6	3.741	257.6	502.9	732.8	0	2.865	0.9104	0	2.149	0	0	0	0	0	0.1605	0	3.77	0	0.1008	0	0	0	0	0.208	0.608	0.774	1.488	0.618	0.154	1.198	0.916	0.548
2346394	Nuts, walnuts, English, halves, raw	14.5644	69.74	6.054	9.625	49.331	10.9096	0	5.21	3.145	88.26	2.235	142.4	365.1	423.5	0	2.76	1.206	0	2.995	0	0	0	0	0	0.23	0	1.218	0	0.6603	0	0	0	1.7	0.1267	0.4433	0.52	0.9967	0.38	0.19	0.6067	0.5967	0.3433
2346395	Nuts, pecans, halves, raw	9.9587	73.28	6.465	39.282	22.924	12.6993	0	5.793	2.623	54.83	2.371	102.9	252.7	360.3	0	3.93	0.9065	0	2.28	0	0	0	0	0	0.5476	0	0.9463	0	0.1711	0	0	0	4.1	0.115	0.3025	0.365	0.67	0.32	0.1675	0.4625	0.435	0.2625
2346396	Oats, whole grain, rolled, old fashioned	13.49645	5.89	0	0	0	68.65755	0	0	10.25	45.53	4.339	126.3	387.3	350.1	0.6675	2.744	0.4278	0	3.234	25.35	0	0	0	0	0.4063	0	0.9931	0	0.1346	32.03	0	0	0	0	0	0	0	0	0	0	0	0
2346397	Oats, whole grain, steel cut	12.51118	5.8	0	0	0	69.75082	0	0	10.14	51.34	3.801	128.6	417.3	375.9	0.3113	2.843	0.4113	0	3.414	29.04	0	0	0	0	0.3338	0	0.9263	0	0.1189	29.99	0	0	0	0	0	0	0	0	0	0	0	0
